"homicide_rate","lower_secondary","gov_expen","gross_enrol_secondary","gross_enrol_primary","gov_expen_ter_2010","grad_per_f","teritary_share_2010","Country","Year","Code"
11.4459326940681,NA,2.52441000938416,56.6773414611816,108.928520202637,NA,NA,3.65,"Afghanistan",2012,"AFG"
2.48109501283132,94.165283203125,NA,92.7414703369141,104.784393310547,NA,NA,0.93,"Albania",2012,"ALB"
0.755515422232272,NA,NA,NA,NA,0.118380002677441,33.3333282470703,NA,"Andorra",2012,"AND"
1.23460078992105,NA,NA,NA,101.423202514648,NA,45.8016586303711,8.54,"United Arab Emirates",2012,"ARE"
4.08923806573187,NA,2.77248001098633,NA,NA,0.378639996051788,NA,15.03,"Armenia",2012,"ARM"
0.82586303468968,99.0087585449219,5.48040008544922,97.7844161987305,100.76927947998,1.58666002750397,25.5401992797852,9.37,"Austria",2012,"AUT"
3.71665905775797,94.1759796142578,2.06761002540588,100.268608093262,97.9553070068359,0.390370011329651,42.0569305419922,NA,"Azerbaijan",2012,"AZE"
1.54672678216055,93.9875793457031,NA,106.309463500977,103.550163269043,1.42053997516632,24.2000293731689,17.69,"Belgium",2012,"BEL"
1.74376853766611,NA,2.17549991607666,53.5320510864258,NA,0.2603600025177,36.4034194946289,2.28,"Bangladesh",2012,"BGD"
2.45038909841712,40.3238105773926,3.50202989578247,93.1796417236328,100.128936767578,0.579779982566834,37.6329116821289,13.07,"Bulgaria",2012,"BGR"
1.60238091289041,NA,2.64530992507935,NA,NA,NA,NA,7.76,"Bahrain",2012,"BHR"
2.65089413611833,90.9727478027344,NA,89.0124130249023,100.494567871094,NA,NA,NA,"Bosnia and Herzegovina",2012,"BIH"
8.68369346328738,97.6360321044922,4.95964002609253,107.004867553711,98.9761428833008,0.926620006561279,32.5225601196289,NA,"Belarus",2012,"BLR"
1.46685415184759,104.243698120117,2.88959002494812,105.711692810059,106.783729553223,0.498959988355637,49.4350318908691,6.51,"Brunei",2012,"BRN"
1.11199344219019,69.779670715332,NA,73.6317672729492,110.975616455078,0.608120024204254,NA,NA,"Bhutan",2012,"BTN"
0.720027545456364,95.913330078125,5.03337001800537,96.2256622314453,102.909339904785,1.25215995311737,NA,17.88,"Switzerland",2012,"CHE"
1.17014369308925,NA,NA,92.1432495117188,110.088768005371,NA,NA,2.71,"China",2012,"CHN"
1.76706736243887,95.6126937866211,NA,95.2998504638672,100.175346374512,1.36278998851776,48.6792488098145,20.75,"Cyprus",2012,"CYP"
1.35373115303756,92.4459686279297,4.2508602142334,97.0830688476563,99.5738906860352,0.917940020561218,32.3744087219238,7.59,"Czech Republic",2012,"CZE"
0.805564195574929,NA,4.93331003189087,102.883880615234,103.090301513672,1.33466994762421,NA,13.14,"Germany",2012,"DEU"
0.802655149239585,96.5777587890625,7.23782014846802,123.682510375977,101.375106811523,2.35520005226135,37.2492408752441,14.98,"Denmark",2012,"DNK"
0.822220144286388,NA,4.43187999725342,131.034164428711,103.546768188477,1.12929999828339,30.88916015625,14.96,"Spain",2012,"ESP"
5.61458633730418,100.733787536621,4.71293020248413,107.529846191406,101.709571838379,1.20129001140594,36.1660118103027,18.87,"Estonia",2012,"EST"
1.80693802666295,97.1397476196289,7.19254016876221,107.485900878906,100.41381072998,2.08303999900818,27.820520401001,12.35,"Finland",2012,"FIN"
0.957296071571393,102.743873596191,5.46131992340088,111.665321350098,106.230072021484,1.28605997562408,29.8428497314453,10.6,"France",2012,"FRA"
0.556427725442901,NA,NA,91.3931427001953,108.243148803711,0.973940014839172,30.5577507019043,15.31,"United Kingdom",2012,"GBR"
3.63423576624754,103.710678100586,1.98330998420715,NA,114.530128479004,NA,42.1109313964844,NA,"Georgia",2012,"GEO"
1.41531298497303,98.3531112670898,NA,105.168449401855,99.2927932739258,NA,37.9845390319824,22.5,"Greece",2012,"GRC"
1.32689785750912,97.1488571166992,NA,99.7670593261719,95.7502212524414,0.778829991817474,34.5582809448242,11.04,"Croatia",2012,"HRV"
1.88494088110392,NA,NA,101.860229492188,100.300247192383,0.965210020542145,27.8233699798584,15.38,"Hungary",2012,"HUN"
1.07971175870559,82.5255737304688,3.40748000144959,80.4074172973633,108.691452026367,0.451469987630844,NA,3.73,"Indonesia",2012,"IDN"
3.3166068483232,NA,3.8675000667572,69.1641464233398,109.757751464844,1.19758999347687,NA,4.85,"India",2012,"IND"
0.897519276158002,NA,5.75110006332397,126.093330383301,103.637756347656,1.35446000099182,28.6104907989502,26.8,"Ireland",2012,"IRL"
2.64868908598651,96.2300109863281,3.16859006881714,87.6428375244141,105.282348632813,0.826749980449677,26.9013900756836,14.66,"Iran",2012,"IRN"
7.20322789739932,NA,NA,NA,NA,NA,NA,8.77,"Iraq",2012,"IRQ"
0.734060167853886,97.1648406982422,7.86642980575562,111.170257568359,98.6670684814453,1.54840004444122,35.1902198791504,17.89,"Iceland",2012,"ISL"
2.24360798299623,98.1300201416016,5.66922998428345,101.063987731934,105.594078063965,0.933200001716614,NA,20.26,"Israel",2012,"ISR"
0.928088211044548,102.281700134277,NA,101.677391052246,100.857490539551,0.816089987754822,45.1787605285645,6.84,"Italy",2012,"ITA"
2.80037749880145,87.2619094848633,NA,84.2942886352539,88.7190475463867,NA,NA,3.8,"Jordan",2012,"JOR"
0.59909154157936,NA,3.69226002693176,101.807258605957,102.30004119873,0.759519994258881,14.3672399520874,18.91,"Japan",2012,"JPN"
10.6193875036171,96.3386383056641,NA,101.294570922852,109.16918182373,NA,NA,14.03,"Kazakhstan",2012,"KAZ"
5.50650618913713,88.1060180664063,7.38423013687134,NA,102.946533203125,0.902899980545044,41.6901397705078,9,"Kyrgyzstan",2012,"KGZ"
