"","homicide_rate","lower_secondary","gov_expen","gross_enrol_secondary","gross_enrol_primary","gov_expen_ter_2010","grad_per_f","teritary_share_2010","Country","Year","Code"
"2",11.4459326940681,NA,2.52441000938416,56.6773414611816,108.928520202637,NA,NA,3.65,"Afghanistan",2012,"AFG"
"3",3.69412748276066,NA,NA,NA,NA,NA,NA,NA,"Angola",2012,"AGO"
"4",2.48109501283132,94.165283203125,NA,92.7414703369141,104.784393310547,NA,NA,0.93,"Albania",2012,"ALB"
"5",0.755515422232272,NA,NA,NA,NA,0.118380002677441,33.3333282470703,NA,"Andorra",2012,"AND"
"6",1.23460078992105,NA,NA,NA,101.423202514648,NA,45.8016586303711,8.54,"United Arab Emirates",2012,"ARE"
"7",6.34917892854681,87.6616516113281,5.34582996368408,105.19255065918,112.978256225586,0.914740025997162,41.9838981628418,2.87,"Argentina",2012,"ARG"
"8",4.08923806573187,NA,2.77248001098633,NA,NA,0.378639996051788,NA,15.03,"Armenia",2012,"ARM"
"10",5.7014030532165,100.062698364258,NA,105.393508911133,97.8928604125977,NA,33.3333282470703,NA,"Antigua and Barbuda",2012,"ATG"
"11",1.36217575873871,NA,4.89418983459473,136.879623413086,106.453323364258,1.24056994915009,NA,18.52,"Australia",2012,"AUS"
"12",0.82586303468968,99.0087585449219,5.48040008544922,97.7844161987305,100.76927947998,1.58666002750397,25.5401992797852,9.37,"Austria",2012,"AUT"
"13",3.71665905775797,94.1759796142578,2.06761002540588,100.268608093262,97.9553070068359,0.390370011329651,42.0569305419922,NA,"Azerbaijan",2012,"AZE"
"14",0.622290311167657,19.7576999664307,5.82090997695923,27.8977909088135,133.305282592773,1.22500002384186,33.5,0.54,"Burundi",2012,"BDI"
"15",1.54672678216055,93.9875793457031,NA,106.309463500977,103.550163269043,1.42053997516632,24.2000293731689,17.69,"Belgium",2012,"BEL"
"16",5.45357829910499,NA,4.86815977096558,NA,122.76953125,0.784789979457855,NA,2.01,"Benin",2012,"BEN"
"17",10.2438646687167,20.1663703918457,4.05353021621704,25.9408397674561,83.6821899414063,0.742129981517792,18.7525806427002,NA,"Burkina Faso",2012,"BFA"
"18",1.74376853766611,NA,2.17549991607666,53.5320510864258,NA,0.2603600025177,36.4034194946289,2.28,"Bangladesh",2012,"BGD"
"19",2.45038909841712,40.3238105773926,3.50202989578247,93.1796417236328,100.128936767578,0.579779982566834,37.6329116821289,13.07,"Bulgaria",2012,"BGR"
"20",1.60238091289041,NA,2.64530992507935,NA,NA,NA,NA,7.76,"Bahrain",2012,"BHR"
"21",31.2960302105403,NA,NA,NA,NA,NA,NA,NA,"Bahamas",2012,"BHS"
"22",2.65089413611833,90.9727478027344,NA,89.0124130249023,100.494567871094,NA,NA,NA,"Bosnia and Herzegovina",2012,"BIH"
"23",8.68369346328738,97.6360321044922,4.95964002609253,107.004867553711,98.9761428833008,0.926620006561279,32.5225601196289,NA,"Belarus",2012,"BLR"
"24",27.3666681473627,64.3162384033203,NA,78.3836517333984,113.791709899902,0.573780000209808,NA,3.18,"Belize",2012,"BLZ"
"26",6.44781204759673,87.7177200317383,6.42524003982544,82.8828964233398,NA,2.26945996284485,NA,8.43,"Bolivia",2012,"BOL"
"27",30.6407022936813,NA,5.85510015487671,95.5837326049805,130.376022338867,0.926069974899292,31.0992794036865,5.63,"Brazil",2012,"BRA"
"28",11.2950047401865,NA,5.25890016555786,NA,NA,1.90964996814728,NA,2.07,"Barbados",2012,"BRB"
"29",1.46685415184759,104.243698120117,2.88959002494812,105.711692810059,106.783729553223,0.498959988355637,49.4350318908691,6.51,"Brunei",2012,"BRN"
"30",1.11199344219019,69.779670715332,NA,73.6317672729492,110.975616455078,0.608120024204254,NA,NA,"Bhutan",2012,"BTN"
"31",8.64261164905384,88.7707138061523,NA,82.7621536254883,108.065582275391,NA,NA,2.02,"Botswana",2012,"BWA"
"32",7.76095811238603,12.7098503112793,NA,17.3780097961426,93.4557266235352,0.246619999408722,NA,0.83,"Central African Republic",2012,"CAF"
"33",1.65510442776545,NA,NA,110.267601013184,99.6937713623047,1.90082001686096,NA,22.67,"Canada",2012,"CAN"
"34",0.720027545456364,95.913330078125,5.03337001800537,96.2256622314453,102.909339904785,1.25215995311737,NA,17.88,"Switzerland",2012,"CHE"
"35",4.43358144310961,96.1428985595703,NA,91.4658889770508,101.725601196289,0.933659970760345,19.3281402587891,5.92,"Chile",2012,"CHL"
"36",1.17014369308925,NA,NA,92.1432495117188,110.088768005371,NA,NA,2.71,"China",2012,"CHN"
"37",10.1583638816939,31.9705791473389,4.61108016967773,NA,84.9939117431641,NA,NA,2.13,"Cote d'Ivoire",2012,"CIV"
"38",2.97486708091665,NA,2.6971800327301,50.4674301147461,110.811309814453,0.299600005149841,NA,1.64,"Cameroon",2012,"CMR"
"39",3.33715429385677,39.6840896606445,NA,41.2836990356445,101.459381103516,0.384550005197525,NA,0.46,"Democratic Republic of Congo",2012,"COD"
"40",5.41292152923131,51.9218788146973,NA,54.5433807373047,110.888458251953,0.676360011100769,NA,0.64,"Congo",2012,"COG"
"41",36.2266257096548,92.8255081176758,4.38531017303467,99.8500289916992,116.561210632324,1.06684005260468,33.865291595459,18.55,"Colombia",2012,"COL"
"42",7.86241456027011,NA,4.88998985290527,NA,NA,NA,NA,NA,"Comoros",2012,"COM"
"43",13.6654636310363,78.6594085693359,NA,91.4871292114258,113.220733642578,NA,NA,NA,"Cape Verde",2012,"CPV"
"44",9.5965954893342,58.6398811340332,6.6898398399353,107.950958251953,114.554046630859,1.25458002090454,NA,14.69,"Costa Rica",2012,"CRI"
"45",5.90681585300507,95.2328262329102,NA,91.9312591552734,99.844612121582,NA,39.9167213439941,13.32,"Cuba",2012,"CUB"
"46",1.76706736243887,95.6126937866211,NA,95.2998504638672,100.175346374512,1.36278998851776,48.6792488098145,20.75,"Cyprus",2012,"CYP"
"47",1.35373115303756,92.4459686279297,4.2508602142334,97.0830688476563,99.5738906860352,0.917940020561218,32.3744087219238,7.59,"Czech Republic",2012,"CZE"
"48",0.805564195574929,NA,4.93331003189087,102.883880615234,103.090301513672,1.33466994762421,NA,13.14,"Germany",2012,"DEU"
"49",8.29866245106091,47.4889602661133,NA,43.0634307861328,67.9332275390625,0.740859985351563,NA,NA,"Djibouti",2012,"DJI"
"50",11.6914184616572,88.8111877441406,NA,NA,119.012130737305,NA,NA,NA,"Dominica",2012,"DMA"
"51",0.802655149239585,96.5777587890625,7.23782014846802,123.682510375977,101.375106811523,2.35520005226135,37.2492408752441,14.98,"Denmark",2012,"DNK"
"52",20.9043371759896,74.6909484863281,NA,76.3887405395508,102.914360046387,NA,34.9784812927246,2.06,"Dominican Republic",2012,"DOM"
"53",1.22998596410089,114.83487701416,NA,NA,118.267356872559,NA,NA,6.66,"Algeria",2012,"DZA"
"54",17.8737227608675,83.9152526855469,4.64307022094727,85.4583892822266,116.983299255371,1.08316004276276,29.6882991790771,5.19,"Ecuador",2012,"ECU"
"55",0.833145966151283,NA,NA,83.6341018676758,106.204536437988,NA,NA,6.65,"Egypt",2012,"EGY"
"56",12.3211557698943,55.3558616638184,NA,36.5461196899414,52.9173393249512,NA,NA,NA,"Eritrea",2012,"ERI"
"57",0.822220144286388,NA,4.43187999725342,131.034164428711,103.546768188477,1.12929999828339,30.88916015625,14.96,"Spain",2012,"ESP"
"58",5.61458633730418,100.733787536621,4.71293020248413,107.529846191406,101.709571838379,1.20129001140594,36.1660118103027,18.87,"Estonia",2012,"EST"
"59",7.71789879031066,25.7135391235352,5.56678009033203,36.2312202453613,94.7794189453125,1.97564995288849,NA,NA,"Ethiopia",2012,"ETH"
"60",1.80693802666295,97.1397476196289,7.19254016876221,107.485900878906,100.41381072998,2.08303999900818,27.820520401001,12.35,"Finland",2012,"FIN"
"61",4.22156427691176,94.9636077880859,NA,88.6682510375977,104.917259216309,NA,NA,7.03,"Fiji",2012,"FJI"
"62",0.957296071571393,102.743873596191,5.46131992340088,111.665321350098,106.230072021484,1.28605997562408,29.8428497314453,10.6,"France",2012,"FRA"
"63",5.65974407140275,NA,NA,NA,NA,NA,NA,NA,"Micronesia (country)",2012,"FSM"
"64",5.20361120078602,NA,3.01340007781982,NA,NA,NA,NA,6.3,"Gabon",2012,"GAB"
"65",0.556427725442901,NA,NA,91.3931427001953,108.243148803711,0.973940014839172,30.5577507019043,15.31,"United Kingdom",2012,"GBR"
"66",3.63423576624754,103.710678100586,1.98330998420715,NA,114.530128479004,NA,42.1109313964844,NA,"Georgia",2012,"GEO"
"67",3.19854283160867,66.4318771362305,7.91913986206055,58.1386909484863,109.711067199707,1.43770003318787,17.0597991943359,1.44,"Ghana",2012,"GHA"
"68",6.60979022300335,35.6954116821289,1.89600002765656,37.6192398071289,88.6705780029297,1.33782005310059,NA,NA,"Guinea",2012,"GIN"
"69",1.29906495696686,64.6090469360352,4.10118007659912,NA,84.0134429931641,0.410430014133453,45.6571197509766,0.91,"Gambia",2012,"GMB"
"70",8.66584416200762,NA,2.00106000900269,NA,NA,0.0934500023722649,NA,NA,"Guinea-Bissau",2012,"GNB"
"71",3.20676386713846,32.1316909790039,NA,NA,84.457389831543,NA,NA,NA,"Equatorial Guinea",2012,"GNQ"
"72",1.41531298497303,98.3531112670898,NA,105.168449401855,99.2927932739258,NA,37.9845390319824,22.5,"Greece",2012,"GRC"
"73",4.96561093154956,NA,NA,NA,NA,NA,NA,NA,"Grenada",2012,"GRD"
"75",36.3088750331883,59.4546585083008,2.95785999298096,64.0707092285156,110.674629211426,0.317649990320206,NA,0,"Guatemala",2012,"GTM"
"77",18.9599419147462,NA,3.18242001533508,89.3368377685547,85.4383697509766,0.193800002336502,25.1012096405029,0.24,"Guyana",2012,"GUY"
"79",102.742835524665,48.8663787841797,NA,72.510139465332,113.266891479492,0.889750003814697,39.183349609375,1.93,"Honduras",2012,"HND"
"80",1.32689785750912,97.1488571166992,NA,99.7670593261719,95.7502212524414,0.778829991817474,34.5582809448242,11.04,"Croatia",2012,"HRV"
"81",19.6015413478209,NA,NA,NA,NA,NA,NA,0.67,"Haiti",2012,"HTI"
"82",1.88494088110392,NA,NA,101.860229492188,100.300247192383,0.965210020542145,27.8233699798584,15.38,"Hungary",2012,"HUN"
"83",1.07971175870559,82.5255737304688,3.40748000144959,80.4074172973633,108.691452026367,0.451469987630844,NA,3.73,"Indonesia",2012,"IDN"
"84",3.3166068483232,NA,3.8675000667572,69.1641464233398,109.757751464844,1.19758999347687,NA,4.85,"India",2012,"IND"
"85",0.897519276158002,NA,5.75110006332397,126.093330383301,103.637756347656,1.35446000099182,28.6104907989502,26.8,"Ireland",2012,"IRL"
"86",2.64868908598651,96.2300109863281,3.16859006881714,87.6428375244141,105.282348632813,0.826749980449677,26.9013900756836,14.66,"Iran",2012,"IRN"
"87",7.20322789739932,NA,NA,NA,NA,NA,NA,8.77,"Iraq",2012,"IRQ"
"88",0.734060167853886,97.1648406982422,7.86642980575562,111.170257568359,98.6670684814453,1.54840004444122,35.1902198791504,17.89,"Iceland",2012,"ISL"
"89",2.24360798299623,98.1300201416016,5.66922998428345,101.063987731934,105.594078063965,0.933200001716614,NA,20.26,"Israel",2012,"ISR"
"90",0.928088211044548,102.281700134277,NA,101.677391052246,100.857490539551,0.816089987754822,45.1787605285645,6.84,"Italy",2012,"ITA"
"91",36.3599112917606,NA,6.11454010009766,NA,NA,1.39174997806549,NA,8.37,"Jamaica",2012,"JAM"
"92",2.80037749880145,87.2619094848633,NA,84.2942886352539,88.7190475463867,NA,NA,3.8,"Jordan",2012,"JOR"
"93",0.59909154157936,NA,3.69226002693176,101.807258605957,102.30004119873,0.759519994258881,14.3672399520874,18.91,"Japan",2012,"JPN"
"94",10.6193875036171,96.3386383056641,NA,101.294570922852,109.16918182373,NA,NA,14.03,"Kazakhstan",2012,"KAZ"
"95",10.5915540205951,NA,5.50903987884521,67.6403884887695,116.131248474121,NA,NA,3.4,"Kenya",2012,"KEN"
"96",5.50650618913713,88.1060180664063,7.38423013687134,NA,102.946533203125,0.902899980545044,41.6901397705078,9,"Kyrgyzstan",2012,"KGZ"
"97",2.55507946006695,44.672908782959,1.56269001960754,NA,121.354461669922,0.378529995679855,NA,1.32,"Cambodia",2012,"KHM"
"98",1.84926138220843,NA,NA,NA,NA,NA,NA,NA,"Kiribati",2012,"KIR"
"99",1.70991695288196,NA,4.61822986602783,95.9358978271484,101.362648010254,NA,27.4189395904541,30.04,"South Korea",2012,"KOR"
